Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1910,5001587237,Csulls3 (3/5),0,119.520004,DST Bills  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB Jahmyr Gibbs RB Javonte Williams TE Harold Fannin Jr. WR Jameson Williams WR Justin Jefferson WR Xavier Worthy,,,
1911,5006516478,BSmoove15 (3/4),0,119.49999,DST Titans  FLEX Harold Fannin Jr. QB Baker Mayfield RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Jameson Williams WR Mike Evans WR Tetairoa McMillan,,,
1911,5007627795,pseanrams (2/5),0,119.49999,DST Bengals  FLEX DK Metcalf QB Baker Mayfield RB Jahmyr Gibbs RB Michael Carter TE Juwan Johnson WR Jameson Williams WR Mike Evans WR Tetairoa McMillan,,,
1911,5008186570,cooperdog07 (2/3),0,119.49999,DST Bills  FLEX Travis Kelce QB Baker Mayfield RB Bijan Robinson RB James Cook III TE Darren Waller WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
1914,5001962593,TheDogSays (2/5),0,119.48,DST Titans  FLEX Jameson Williams QB C.J. Stroud RB Bucky Irving RB Javonte Williams TE Harold Fannin Jr. WR George Pickens WR Tee Higgins WR Ryan Flournoy,,,
1915,5007102102,ImaDonk11 (1/5),0,119.42,DST Bengals  FLEX Kenneth Gainwell QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR Jalen Coker WR Darius Slayton WR Pat Bryant,,,
1915,5008196225,crammerton (4/5),0,119.42,DST Texans  FLEX DK Metcalf QB J.J. McCarthy RB Bijan Robinson RB Aaron Jones Sr. TE Brenton Strange WR Jameson Williams WR Justin Jefferson WR Khalil Shakir,,,
1915,5006828425,Donald317 (4/4),0,119.41999,DST Chiefs  FLEX Jahmyr Gibbs QB Tyler Shough RB Javonte Williams RB Aaron Jones Sr. TE Travis Kelce WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,,
1918,5007740498,nsteinwart (5/5),0,119.399994,DST Titans  FLEX Theo Johnson QB Justin Herbert RB Bijan Robinson RB Michael Carter TE Oronde Gadsden II WR Amon-Ra St. Brown WR Courtland Sutton WR DK Metcalf,,,
1919,5006716204,jlewis10748 (4/5),0,119.38,DST Vikings  FLEX Evan Engram QB C.J. Stroud RB Bijan Robinson RB Jahmyr Gibbs TE Dalton Schultz WR Nico Collins WR DK Metcalf WR Xavier Worthy,,,
1920,5006741389,vbeigelman (5/5),0,119.36,DST Jets  FLEX Jameson Williams QB Dak Prescott RB Michael Carter RB Aaron Jones Sr. TE Juwan Johnson WR CeeDee Lamb WR George Pickens WR Keenan Allen,,,
1920,5001579584,ucfbookman,0,119.35999,DST Jets  FLEX Marquez Valdes-Scantling QB Jared Goff RB De'Von Achane RB Kenneth Gainwell TE Darren Waller WR Amon-Ra St. Brown WR Jameson Williams WR Mike Evans,,,
1920,5007935369,pbarrese13 (5/5),0,119.35999,DST Vikings  FLEX Pat Freiermuth QB Jared Goff RB Bijan Robinson RB Michael Carter TE Darren Waller WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
1923,5008161232,awen419 (2/5),0,119.319984,DST Browns  FLEX DK Metcalf QB Jacoby Brissett RB Bijan Robinson RB Quinshon Judkins TE Theo Johnson WR Michael Wilson WR Chris Olave WR Jordan Addison,,,
1924,5004877889,Duece10 (3/5),0,119.3,DST Broncos  FLEX Rachaad White QB Quinn Ewers RB De'Von Achane RB Chase Brown TE Darren Waller WR Ja'Marr Chase WR DK Metcalf WR Keenan Allen,,,
1924,5006861090,CartelLyfeTM,0,119.299995,DST Chargers  FLEX Bijan Robinson QB Baker Mayfield RB Jahmyr Gibbs RB Jawhar Jordan TE Darren Waller WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
1924,5007086380,OneDropKing (3/5),0,119.299995,DST Giants  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Quinshon Judkins TE Jake Ferguson WR George Pickens WR Tetairoa McMillan WR Jakobi Meyers,,,
1924,5007327073,cw1tt (1/5),0,119.29999,DST Saints  FLEX Darnell Washington QB Quinn Ewers RB Bijan Robinson RB Jahmyr Gibbs TE Darren Waller WR Amon-Ra St. Brown WR Jakobi Meyers WR DK Metcalf,,,
1928,5005049457,firenheis (1/5),0,119.27999,DST Jets  FLEX Trey McBride QB Bo Nix RB Travis Etienne Jr. RB Javonte Williams TE Harold Fannin Jr. WR Tetairoa McMillan WR Courtland Sutton WR Xavier Worthy,,,
1929,5007568774,FFGuru0205 (5/5),0,119.26,DST Texans  FLEX Darren Waller QB Joe Burrow RB De'Von Achane RB David Montgomery TE Greg Dulcich WR Ja'Marr Chase WR Tee Higgins WR Xavier Worthy,,,
1930,5006738846,brianhaydt (1/3),0,119.22,DST Chiefs  FLEX DK Metcalf QB J.J. McCarthy RB Bijan Robinson RB Jahmyr Gibbs TE Brenton Strange WR Justin Jefferson WR Keenan Allen WR Adonai Mitchell,,,
1930,5006808882,Skipbidder (2/5),0,119.22,DST Jets  FLEX Kenneth Gainwell QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR Jameson Williams WR Isaiah Williams WR Isaiah Bond,,,
1930,5006941037,lacklin29,0,119.21999,DST Giants  FLEX Pat Freiermuth QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR Jameson Williams WR Xavier Worthy WR Pat Bryant,,,
1933,5006835865,dacoltz (2/5),0,119.200005,DST Bengals  FLEX Juwan Johnson QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Adonai Mitchell WR Xavier Worthy,,,
1933,5007903520,gpaul0511 (5/5),0,119.2,DST Broncos  FLEX Darnell Mooney QB Justin Herbert RB James Cook III RB Omarion Hampton TE Oronde Gadsden II WR CeeDee Lamb WR Ladd McConkey WR Jordan Addison,,,
1935,5008042713,RobBones7,0,119.159996,DST Jets  FLEX Javonte Williams QB Jared Goff RB Michael Carter RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
1936,5008066138,rackout (5/5),0,119.13999,DST Broncos  FLEX DK Metcalf QB Bryce Young RB Jahmyr Gibbs RB Chase Brown TE Travis Kelce WR Emeka Egbuka WR Tetairoa McMillan WR Jalen Coker,,,
1937,5006687048,scdavis8 (5/5),0,119.1,DST Vikings  FLEX Jahmyr Gibbs QB Gardner Minshew II RB Bijan Robinson RB James Cook III TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Elic Ayomanor,,,
1937,5008081228,daltonneece (5/5),0,119.1,DST Vikings  FLEX James Cook III QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Elic Ayomanor,,,
1939,5005012898,jnail (1/4),0,119.079994,DST Falcons  FLEX Dalton Schultz QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR Xavier Worthy,,,
1939,5006978439,spondulix01 (4/5),0,119.079994,DST Saints  FLEX Jalen Coker QB Bo Nix RB Travis Etienne Jr. RB Audric Estime TE Darren Waller WR Amon-Ra St. Brown WR Jameson Williams WR Courtland Sutton,,,
1941,5006875643,Rayvenz (3/5),0,119.060005,DST Jets  FLEX Michael Carter QB Trevor Lawrence RB Jahmyr Gibbs RB Bucky Irving TE Brenton Strange WR Ladd McConkey WR Justin Jefferson WR Brian Thomas Jr.,,,
1942,5007438377,Free_Mason7 (4/5),0,119.03999,DST Vikings  FLEX Bijan Robinson QB Bryce Young RB Bucky Irving RB Jordan Mason TE Pat Freiermuth WR Jameson Williams WR Mike Evans WR Tetairoa McMillan,,,
1943,5000962340,thekid1101 (2/5),0,119.02,DST Browns  FLEX Jahmyr Gibbs QB J.J. McCarthy RB De'Von Achane RB RJ Harvey TE Harold Fannin Jr. WR Justin Jefferson WR Jordan Addison WR Hollywood Brown,,,
1944,5007086960,TheTylerRoman,0,119,DST Texans  FLEX Jahmyr Gibbs QB Baker Mayfield RB Omarion Hampton RB Audric Estime TE Darren Waller WR Mike Evans WR Tetairoa McMillan WR Chris Godwin Jr.,,,
1945,5006550594,ElusiveSmoke (1/5),0,118.979996,DST Falcons  FLEX Jahmyr Gibbs QB Bo Nix RB Breece Hall RB David Montgomery TE Juwan Johnson WR Michael Wilson WR Courtland Sutton WR Troy Franklin,,,
1946,5007060507,KingintheNorthSKOL (4/5),0,118.93999,DST Texans  FLEX Trey McBride QB Bryce Young RB Jahmyr Gibbs RB Kenneth Gainwell TE Darren Waller WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
1947,5001600122,squatman2008 (4/5),0,118.92,DST Texans  FLEX Juwan Johnson QB Tyler Shough RB Javonte Williams RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,,
1948,5002209627,BobbyFi (2/5),0,118.9,DST Texans  FLEX Oronde Gadsden II QB Justin Herbert RB Bijan Robinson RB Breece Hall TE T.J. Hockenson WR Jameson Williams WR Ladd McConkey WR Khalil Shakir,,,
1948,5005855236,dylpicks (2/5),0,118.899994,DST Texans  FLEX DK Metcalf QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Juwan Johnson WR Justin Jefferson WR Xavier Worthy WR Chimere Dike,,,
1948,5007685474,ddantin (1/5),0,118.899994,DST Texans  FLEX Courtland Sutton QB Justin Herbert RB Bucky Irving RB Quinshon Judkins TE Oronde Gadsden II WR Michael Wilson WR Ladd McConkey WR Jalen Coker,,,
1951,5007024159,Will1911 (1/2),0,118.86,DST Falcons  FLEX Jakobi Meyers QB Joe Burrow RB De'Von Achane RB Michael Carter TE Mike Gesicki WR Ja'Marr Chase WR Adonai Mitchell WR Xavier Worthy,,,
1951,5007331115,phenninger (5/5),0,118.86,DST Titans  FLEX David Montgomery QB Joe Burrow RB De'Von Achane RB Audric Estime TE Mike Gesicki WR Ja'Marr Chase WR DK Metcalf WR Adonai Mitchell,,,
1951,5008198534,WadderMalone,0,118.86,DST Bills  FLEX Amon-Ra St. Brown QB Jared Goff RB James Cook III RB Michael Carter TE Darren Waller WR Mike Evans WR Adonai Mitchell WR Jalen Coker,,,
1951,5007420584,jrevelle3 (2/5),0,118.85999,DST Titans  FLEX Dalton Schultz QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Pat Freiermuth WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
1955,5004302726,foxforce5 (4/5),0,118.76001,DST Vikings  FLEX Juwan Johnson QB Dak Prescott RB Jahmyr Gibbs RB Aaron Jones Sr. TE Jake Ferguson WR CeeDee Lamb WR Ladd McConkey WR Adonai Mitchell,,,
1955,5007496410,smw88 (3/5),0,118.759995,DST Bengals  FLEX Darren Waller QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR Xavier Worthy,,,
1955,5008101594,jacobstubbs (4/4),0,118.759995,DST Chargers  FLEX Amon-Ra St. Brown QB Jared Goff RB Bijan Robinson RB Sean Tucker TE Pat Freiermuth WR Jameson Williams WR Mike Evans WR Jalen Coker,,,
1955,5008181539,Gronkowski69 (5/5),0,118.759995,DST Bengals  FLEX Darren Waller QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR Xavier Worthy,,,
1959,5006365812,ShaidyAdvice (2/5),0,118.72,DST Titans  FLEX Trey McBride QB Jacoby Brissett RB RJ Harvey RB Kenneth Gainwell TE Kyle Pitts Sr. WR CeeDee Lamb WR Jameson Williams WR Jayden Higgins,,,
1960,5006908376,Professional (2/5),0,118.69999,DST Texans  FLEX Darnell Washington QB Quinn Ewers RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
1960,5006959173,uhhuhbro (5/5),0,118.69999,DST Bills  FLEX Ashton Jeanty QB Quinn Ewers RB James Cook III RB Javonte Williams TE Darren Waller WR Amon-Ra St. Brown WR Drake London WR Pat Bryant,,,
1962,5006439576,therhyno1 (3/3),0,118.67999,DST Texans  FLEX DK Metcalf QB Bo Nix RB De'Von Achane RB Jahmyr Gibbs TE Harold Fannin Jr. WR Jalen Coker WR Xavier Worthy WR Hollywood Brown,,,
1962,5006739430,HornyBeagle,0,118.67999,DST Texans  FLEX DK Metcalf QB Bo Nix RB Chase Brown RB Audric Estime TE T.J. Hockenson WR Amon-Ra St. Brown WR Courtland Sutton WR Jakobi Meyers,,,
1964,5007787700,nsweere3 (2/5),0,118.63999,DST Jets  FLEX Jakobi Meyers QB Bryce Young RB Bijan Robinson RB Rico Dowdle TE Evan Engram WR Ja'Marr Chase WR Mike Evans WR Jalen Coker,,,
1965,5006679575,mkdog15 (1/5),0,118.6,DST Bills  FLEX DK Metcalf QB Quinn Ewers RB De'Von Achane RB James Cook III TE Darren Waller WR Jameson Williams WR Mike Evans WR Chimere Dike,,,
1966,5006917532,bballtitan77 (1/5),0,118.57999,DST Jets  FLEX Kyle Pitts Sr. QB Kirk Cousins RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Drake London WR Jakobi Meyers WR DK Metcalf,,,
1967,5001530602,bloodboys (1/5),0,118.55999,DST Saints  FLEX Mike Gesicki QB Dak Prescott RB De'Von Achane RB James Cook III TE Oronde Gadsden II WR CeeDee Lamb WR Jalen Coker WR Jalen Nailor,,,
1967,5004334305,TElkins24,0,118.55999,DST Titans  FLEX Jayden Higgins QB Jared Goff RB Jahmyr Gibbs RB Omarion Hampton TE Darren Waller WR Nico Collins WR Jameson Williams WR DK Metcalf,,,
1969,5008190196,Mdunn420,0,118.52,DST Jets  FLEX T.J. Hockenson QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
1970,5002284820,Aquilan_Pen (1/5),0,118.5,DST Jaguars  FLEX Tre' Harris QB Quinn Ewers RB De'Von Achane RB Jahmyr Gibbs TE Darren Waller WR Ja'Marr Chase WR Tee Higgins WR Pat Bryant,,,
1970,5007758349,BigChi54 (2/3),0,118.5,DST Jets  FLEX Aaron Jones Sr. QB Justin Herbert RB De'Von Achane RB Omarion Hampton TE Oronde Gadsden II WR Ladd McConkey WR Justin Jefferson WR Emeka Egbuka,,,
1970,5007822963,takenuuptown (1/5),0,118.49999,DST Texans  FLEX DK Metcalf QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Justin Jefferson WR Xavier Worthy WR Hollywood Brown,,,
1973,5007882628,cmgdodgers (4/5),0,118.45999,DST Jets  FLEX Tim Patrick QB Jared Goff RB De'Von Achane RB Kenneth Gainwell TE Evan Engram WR Amon-Ra St. Brown WR Jameson Williams WR Mike Evans,,,
1974,5006881465,smk1983 (2/5),0,118.439995,DST Broncos  FLEX Michael Carter QB Bryce Young RB De'Von Achane RB Omarion Hampton TE Harold Fannin Jr. WR Mike Evans WR Justin Jefferson WR Jalen Coker,,,
1975,5002188322,Mhayman,0,118.42,DST Bengals  FLEX Aaron Jones Sr. QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Kyle Pitts Sr. WR Jameson Williams WR Ladd McConkey WR DK Metcalf,,,
1976,5007100567,Dapokerninja,0,118.37999,DST Bills  FLEX Courtland Sutton QB Bo Nix RB Jahmyr Gibbs RB Michael Carter TE Evan Engram WR Jameson Williams WR Justin Jefferson WR DK Metcalf,,,
1977,5006723983,cantfademe (1/5),0,118.32,DST Titans  FLEX Darnell Washington QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Amon-Ra St. Brown WR DK Metcalf WR John Metchie III,,,
1977,5006971660,babyregg3200 (4/5),0,118.32,DST Texans  FLEX Jahmyr Gibbs QB Jacoby Brissett RB Bijan Robinson RB Kenneth Gainwell TE Travis Kelce WR Marvin Harrison Jr. WR Xavier Worthy WR Pat Bryant,,,
1977,5008150540,xcem1212x (2/5),0,118.31999,DST Cardinals  FLEX De'Von Achane QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Darnell Washington WR DK Metcalf WR Xavier Worthy WR Pat Bryant,,,
1980,5004509284,zokin (5/5),0,118.259995,DST Falcons  FLEX Dalton Schultz QB Jared Goff RB Jahmyr Gibbs RB Aaron Jones Sr. TE Evan Engram WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
1980,5006828422,Donald317 (1/4),0,118.259995,DST Giants  FLEX Jahmyr Gibbs QB Jared Goff RB Tyrone Tracy Jr. RB Michael Carter TE Theo Johnson WR Jameson Williams WR Justin Jefferson WR DK Metcalf,,,
1982,5007353516,CoolhandLG (4/5),0,118.19999,DST Vikings  FLEX Javonte Williams QB Quinn Ewers RB De'Von Achane RB Jahmyr Gibbs TE Darren Waller WR Ja'Marr Chase WR Xavier Worthy WR Isaac TeSlaa,,,
1983,5001970238,jzebgray (5/5),0,118.159996,DST Bills  FLEX Bucky Irving QB Trevor Lawrence RB Rico Dowdle RB Kenneth Gainwell TE Dalton Schultz WR Amon-Ra St. Brown WR DK Metcalf WR Jalen Coker,,,
1983,5007518655,stephlenhart829,0,118.159996,DST Jets  FLEX Adonai Mitchell QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE T.J. Hockenson WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
1983,5008086649,mkorn (2/3),0,118.159996,DST Falcons  FLEX Tre' Harris QB Jared Goff RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
1986,5008136793,Levihill (5/5),0,118.12,DST Titans  FLEX RJ Harvey QB Jacoby Brissett RB De'Von Achane RB Bijan Robinson TE Trey McBride WR Adonai Mitchell WR Elic Ayomanor WR Kevin Austin Jr.,,,
1987,5002284822,Aquilan_Pen (3/5),0,118.100006,DST Steelers  FLEX Jayden Higgins QB Justin Herbert RB De'Von Achane RB Quinshon Judkins TE Brock Bowers WR CeeDee Lamb WR Ladd McConkey WR Tre' Harris,,,
1987,5007478388,NLSoldier,0,118.100006,DST Texans  FLEX Jahmyr Gibbs QB Justin Herbert RB Bucky Irving RB Aaron Jones Sr. TE Oronde Gadsden II WR Ladd McConkey WR Keenan Allen WR Adonai Mitchell,,,
1987,5004336820,bookiepriest (4/5),0,118.09999,DST Texans  FLEX Darnell Washington QB Josh Allen RB Jahmyr Gibbs RB James Cook III TE Harold Fannin Jr. WR Jakobi Meyers WR DK Metcalf WR Xavier Worthy,,,
1987,5007625715,larejo123 (3/3),0,118.09999,DST Falcons  FLEX Chris Olave QB Baker Mayfield RB Jahmyr Gibbs RB Breece Hall TE Oronde Gadsden II WR Mike Evans WR Emeka Egbuka WR Jalen Coker,,,
1987,5008195200,cdagostino (2/2),0,118.09999,DST Raiders  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB Jahmyr Gibbs RB Omarion Hampton TE Darren Waller WR Chris Olave WR Mike Evans WR Xavier Worthy,,,
1992,5006786257,MarcM85 (2/5),0,118.079994,DST Saints  FLEX Trey McBride QB Kirk Cousins RB Bijan Robinson RB Michael Carter TE Harold Fannin Jr. WR Drake London WR Xavier Worthy WR Hollywood Brown,,,
1992,5008041829,PackMan1969,0,118.079994,DST Texans  FLEX Quinshon Judkins QB Bo Nix RB Omarion Hampton RB Kenneth Gainwell TE Travis Kelce WR Drake London WR Courtland Sutton WR Jakobi Meyers,,,
1994,5007378669,subclaviansteel (1/3),0,118.039986,DST Vikings  FLEX DK Metcalf QB Bryce Young RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Mike Evans WR Jalen Coker WR Hollywood Brown,,,
1995,5006863220,gutp,0,118.02,DST Titans  FLEX Darnell Washington QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Dalton Schultz WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
1995,5004629236,bancheria (3/5),0,118.01999,DST Texans  FLEX Trey McBride QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Juwan Johnson WR Courtland Sutton WR DK Metcalf WR Hollywood Brown,,,
1997,5005830843,pimplepoppermd (5/5),0,117.99999,DST Jets  FLEX Jahmyr Gibbs QB Quinn Ewers RB Bijan Robinson RB Michael Carter TE Harold Fannin Jr. WR Jaylen Waddle WR DK Metcalf WR Xavier Worthy,,,
1998,5005000379,DJHA95 (5/5),0,117.98,DST Browns  FLEX Jahmyr Gibbs QB C.J. Stroud RB De'Von Achane RB Bijan Robinson TE Dalton Schultz WR Adonai Mitchell WR Jayden Higgins WR Tre' Harris,,,
1998,5007826665,jtuttle35 (1/2),0,117.97999,DST Bengals  FLEX Evan Engram QB Bo Nix RB Jahmyr Gibbs RB Michael Carter TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Courtland Sutton WR DK Metcalf,,,
2000,5002793106,tronburger (2/5),0,117.95999,DST Vikings  FLEX Evan Engram QB Jared Goff RB Jahmyr Gibbs RB Aaron Jones Sr. TE Darren Waller WR Amon-Ra St. Brown WR Michael Wilson WR DK Metcalf,,,
2000,5006846700,CSURAM88,0,117.95999,DST Falcons  FLEX DK Metcalf QB Jared Goff RB Jahmyr Gibbs RB Javonte Williams TE Kyle Pitts Sr. WR Jameson Williams WR Keenan Allen WR Xavier Worthy,,,
2002,5007509165,halipeno,0,117.91999,DST Chargers  FLEX Harold Fannin Jr. QB Jacoby Brissett RB De'Von Achane RB Jahmyr Gibbs TE T.J. Hockenson WR Jameson Williams WR Courtland Sutton WR DK Metcalf,,,
2003,5004210252,RaysFan4Life12,0,117.89999,DST Chargers  FLEX T.J. Hockenson QB Josh Allen RB Jahmyr Gibbs RB James Cook III TE Dawson Knox WR Drake London WR Chris Olave WR Xavier Worthy,,,
2004,5008081225,daltonneece (2/5),0,117.88,DST Bengals  FLEX Darren Waller QB Bo Nix RB Jahmyr Gibbs RB Javonte Williams TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Courtland Sutton WR Xavier Worthy,,,
2005,5006808883,Skipbidder (3/5),0,117.85999,DST Jets  FLEX Darren Waller QB Jared Goff RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Amon-Ra St. Brown WR Jameson Williams WR JuJu Smith-Schuster,,,
2005,5007147666,StarFox01 (4/5),0,117.859985,DST Giants  FLEX Evan Engram QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR Tetairoa McMillan WR DK Metcalf,,,
2007,5005486768,StarkBailey (4/5),0,117.77999,DST Bengals  FLEX Amon-Ra St. Brown QB Bo Nix RB Bijan Robinson RB Audric Estime TE Pat Freiermuth WR Courtland Sutton WR Jakobi Meyers WR Troy Franklin,,,
2008,5008118301,Galante118,0,117.75999,DST Texans  FLEX Kyle Pitts Sr. QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Darnell Washington WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
2009,5006920149,NYGFan56 (5/5),0,117.74,DST Saints  FLEX Ja'Marr Chase QB Bryce Young RB De'Von Achane RB Audric Estime TE Darren Waller WR Ladd McConkey WR Jordan Addison WR Jalen Coker,,,
2010,5006919860,JackHoffmen (1/5),0,117.71999,DST Texans  FLEX DK Metcalf QB J.J. McCarthy RB Bijan Robinson RB Aaron Jones Sr. TE Theo Johnson WR Jameson Williams WR Justin Jefferson WR Courtland Sutton,,,
2011,5007659663,chasehill88 (5/5),0,117.7,DST Raiders  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB Bijan Robinson RB Bucky Irving TE Mike Gesicki WR Chris Olave WR Troy Franklin WR Xavier Worthy,,,
2012,5008108486,RichGreen4 (5/5),0,117.67999,DST Falcons  FLEX Dalton Schultz QB C.J. Stroud RB Jahmyr Gibbs RB Michael Carter TE Kyle Pitts Sr. WR Nico Collins WR Courtland Sutton WR DK Metcalf,,,
2012,5008147094,crclngthdrn (4/5),0,117.67999,DST Vikings  FLEX Trey McBride QB Kirk Cousins RB Bijan Robinson RB Michael Carter TE Kyle Pitts Sr. WR Jameson Williams WR DK Metcalf WR Hollywood Brown,,,
2014,5006843486,Skipbidder (4/5),0,117.659996,DST Jets  FLEX Darren Waller QB Jared Goff RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Amon-Ra St. Brown WR Jameson Williams WR Isaiah Bond,,,
2014,5007562909,bhibby (3/5),0,117.659996,DST Titans  FLEX Dalton Schultz QB Jared Goff RB Javonte Williams RB Breece Hall TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
2016,5007664779,tafs178 (2/4),0,117.6,DST Browns  FLEX Omarion Hampton QB Quinn Ewers RB De'Von Achane RB Bijan Robinson TE Darren Waller WR Ja'Marr Chase WR Adonai Mitchell WR Hollywood Brown,,,
2016,5005722136,dfs_ads (4/5),0,117.59999,DST Vikings  FLEX Michael Carter QB Quinn Ewers RB Bijan Robinson RB Aaron Jones Sr. TE Darren Waller WR Ja'Marr Chase WR Jameson Williams WR DK Metcalf,,,
2018,5006874631,VinoRosso (3/3),0,117.58,DST Lions  FLEX Kyle Pitts Sr. QB Kirk Cousins RB Bijan Robinson RB Quinshon Judkins TE Trey McBride WR Jameson Williams WR Adonai Mitchell WR Tre Tucker,,,
2019,5006726725,MRK41 (2/3),0,117.53999,DST Jets  FLEX Jahmyr Gibbs QB Aaron Rodgers RB Bijan Robinson RB Omarion Hampton TE Darnell Washington WR Drake London WR DK Metcalf WR Keenan Allen,,,
